"","Label","X.1","X","Species","Treatment","Number","Sample","Recovered","NOTES","Airbrush_Date","Airbrush_volume","Airbrush_Initials","Aliquot_Date","Aliquot_Initials","Chl_box","Host_PTAC_box","Sym_PTAC_box","Sym_density_box","Ash_Bag","Skeleton_Dry_Date","Skeleton_Dry_Initials","Row.names","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"5032","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",19,0.0004315,143.593,0.229,175.943,-97.883,0.475,"C4","H"
"5033","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",2,0.0002863,112.774,0.28,154.839,-90.659,0.315,"C1","CH"
"5034","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",17,0.096,156.501,0,197,0,0,"C3","A"
"5035","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",18,0.013,117.827,0,185,0,0,"C3","CA"
"5036","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",7,0.000406,139.494,0.094,196.121,-94.648,0.447,"C2","H"
"5037","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",8,0.0002141,115.458,0.138,191,-86.479,0.236,"C2","CH"
"5038","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",9,0.0003363,154.876,2.859,182.609,3.366,0.37,"C2","W"
"5039","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",25,0.0003716,152.913,0,205.976,-91.014,0.409,"C5","H"
"5040","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",26,0.0001977,138.584,0.433,180,-90.955,0.217,"C5","CH"
"5041","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",27,0.0003486,169.429,0.368,201.428,0.541,0.384,"C5","W"
"5042","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",28,0.0002083,152.8,0.443,202.337,4.538,0.229,"C5","CW"
"5043","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",29,0.104,174.24,0,215,0,0,"C5","A"
"5044","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",3,0.0003749,147.036,0,183.825,2.01,0.413,"C1","W"
"5045","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",30,0.034,155.275,0,207,0,0,"C5","CA"
"5046","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",4,0.0001821,131.467,0.163,166.627,6.226,0.2,"C1","CW"
"5047","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",5,0.128,145.935,0,189,0,0,"C1","A"
"5048","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",6,0.013,118.755,0,176,0,0,"C1","CA"
"5049","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",1,0.000447,140.11,2,175.279,-91.264,0.493,"C1","H"
"5050","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",10,0.0002157,131.457,0.712,191.257,7.883,0.238,"C2","CW"
"5051","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",11,0.109,160.285,0,208,0,0,"C2","A"
"5052","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",12,0.02,127.847,0,189,0,0,"C2","CA"
"5053","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",13,0.0003814,146.207,0.641,187.057,-90.494,0.42,"C3","H"
"5054","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",14,0.0001952,132.27,0.621,163.338,-84.193,0.215,"C3","CH"
"5055","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",20,0.0001583,119.484,0.667,156,-90,0.174,"C4","CH"
"5056","OFRA_PS_0GT5_P2",242,242,"OFRA","PS","5","0GT5","P2","","5/12/22","17","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",21,0.000283,132.119,0.333,175.667,1.998,0.312,"C4","W"
"5057","OFRA_PS_1GT36",243,243,"OFRA","PS","6","1GT36","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5058","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",14,0.0002523,157.624,1.55,199.538,-61.621,0.273,"C3","CH"
"5059","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",15,0.0003894,168.45,0.333,207.333,2.62,0.423,"C3","W"
"5060","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",18,0.06,167.453,0,220,0,0,"C3","CA"
"5061","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",19,0.0003217,172.759,0.337,214.921,-79.046,0.349,"C4","H"
"5062","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",16,0.0002117,164.104,0.41,194.084,-0.69,0.229,"C3","CW"
"5063","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",17,0.134,178.253,0,231,0,0,"C3","A"
"5064","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",1,0.0003387,134.349,3.198,173.195,-88.708,0.367,"C1","H"
"5065","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",10,0.0002582,191.918,0.308,224.123,18.435,0.279,"C2","CW"
"5066","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",11,0.17,199.517,0,233,0,0,"C2","A"
"5067","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",12,0.059,191.175,0,233,0,0,"C2","CA"
"5068","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",13,0.0004005,167.549,1.816,210.667,-74.904,0.435,"C3","H"
"5069","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",4,0.0002201,122.471,0.582,168.824,3.991,0.238,"C1","CW"
"5070","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",5,0.114,146.641,0,192,0,0,"C1","A"
"5071","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",6,0.046,132.21,0,191,0,0,"C1","CA"
"5072","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",7,0.0004089,183.844,0.215,222.939,-73.369,0.444,"C2","H"
"5073","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",8,0.0002794,168.105,0.248,213.099,-66.938,0.303,"C2","CH"
"5074","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",9,0.0003437,197.317,0.199,223,14.139,0.373,"C2","W"
"5075","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",2,0.0001913,125.688,41.262,179.627,-86.947,0.207,"C1","CH"
"5076","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",20,0.0002117,159.877,0.333,208.412,-66.529,0.229,"C4","CH"
"5077","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",21,0.000425,184.297,0.758,218.734,8.955,0.461,"C4","W"
"5078","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",22,0.0001905,163.402,0.375,206.548,7.696,0.206,"C4","CW"
"5079","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",23,0.125,191.009,0,230,0,0,"C4","A"
"5080","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",24,0.052,181.977,0,230,0,0,"C4","CA"
"5081","OFRA_PS_1GT37",244,244,"OFRA","PS","7","1GT37","p","","5/13/22","15.5","TL","5/13/22","TL","9","10","11","12","I","5/17/22","TL",3,0.0003937,144.005,0.01,183.539,4.825,0.427,"C1","W"
"5082","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",18,0.047,156.977,0,242,0,0,"C3","CA"
"5083","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",2,0.0001927,115.386,48.118,167.81,-80.538,0.213,"C1","CH"
"5084","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",3,0.0004089,126.502,0,194.317,-0.682,0.454,"C1","W"
"5085","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",4,0.0002194,99.429,0.333,169,0,0.243,"C1","CW"
"5086","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",5,0.136,130.579,0,209,0,0,"C1","A"
"5087","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",6,0.052,123.034,0,209,0,0,"C1","CA"
"5088","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",1,0.0003911,131.507,1.152,197.956,-81.416,0.434,"C1","H"
"5089","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",10,0.0002024,129.425,1.299,195.256,12.529,0.224,"C2","CW"
"5090","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",11,0.144,149.975,0,238,0,0,"C2","A"
"5091","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",12,0.056,152.517,0,238,0,0,"C2","CA"
"5092","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",13,0.0003563,175.067,0.782,232.331,-85.301,0.395,"C3","H"
"5093","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",14,0.0001943,154.547,79.025,226.645,-82.786,0.215,"C3","CH"
"5094","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",15,0.0003158,152.512,0.585,212.769,9.317,0.35,"C3","W"
"5095","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",16,0.0001692,137.022,0.083,215.628,11.634,0.187,"C3","CW"
"5096","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",17,0.114,171.367,0,242,0,0,"C3","A"
"5097","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",8,0.0002267,151.476,0.993,213.888,-73.124,0.251,"C2","CH"
"5098","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",9,0.0003708,167.723,0.116,221.063,7.172,0.411,"C2","W"
"5099","OFRA_PS_1GT42",245,245,"OFRA","PS","8","1GT42","p","","5/11/22","21.5","TL","5/11/22","TL","8","7","6","5","H","5/13/22","TL",7,0.0003862,151.78,0.418,223.216,-72.022,0.429,"C2","H"
"5100","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",14,0.0001895,120.431,1.403,162.267,-99.782,0.211,"C3","CH"
"5101","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",12,0.053,164.109,0,226,0,0,"C2","CA"
"5102","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",13,0.0003516,144.813,84.043,172.496,-85.28,0.392,"C3","H"
"5103","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",18,0.036,133.246,0,190,0,0,"C3","CA"
"5104","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",15,0.0003219,138.324,0.473,170.525,13.897,0.358,"C3","W"
"5105","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",16,0.0001774,123.521,0.109,178.268,24.702,0.197,"C3","CW"
"5106","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",17,0.104,147.233,0,195,0,0,"C3","A"
"5107","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",1,0.00033,175.474,0.039,228.969,-80.446,0.367,"C1","H"
"5108","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",10,0.000224,160.262,4.745,199.32,15.038,0.249,"C2","CW"
"5109","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",11,0.153,183.238,0,232,0,0,"C2","A"
"5110","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",24,0.041,126.172,0,174,0,0,"C4","CA"
"5111","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",25,0.0004054,197.152,0,231.333,-90,0.452,"C5","H"
"5112","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",26,0.000232,149.793,0.06,216.111,-90.796,0.258,"C5","CH"
"5113","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",27,0.0003548,177.867,0.235,233.968,11.514,0.395,"C5","W"
"5114","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",28,0.0002256,184.119,0.83,227.333,16.621,0.251,"C5","CW"
"5115","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",29,0.149,203.875,0,239,0,0,"C5","A"
"5116","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",3,0.0002681,201.901,0.562,238.694,18.217,0.298,"C1","W"
"5117","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",19,0.0004127,118.663,0,165.397,-92.684,0.459,"C4","H"
"5118","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",2,0.0002063,179.692,3.667,209.667,-87.316,0.23,"C1","CH"
"5119","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",20,0.0002007,125.075,81.788,157.916,-94.611,0.223,"C4","CH"
"5120","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",21,0.0003653,133.529,70.952,173.2,12.2,0.407,"C4","W"
"5121","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",22,0.0002103,106.994,0.16,149.667,4.399,0.234,"C4","CW"
"5122","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",23,0.124,139.644,0,183,0,0,"C4","A"
"5123","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",9,0.0004054,182.7,0.005,217.032,16.133,0.451,"C2","W"
"5124","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",5,0.084,207.73,0,241,0,0,"C1","A"
"5125","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",6,0.039,194.279,0,235,0,0,"C1","CA"
"5126","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",30,0.053,179.027,0,237,0,0,"C5","CA"
"5127","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",4,0.0001533,173.57,0,211.47,24.944,0.17,"C1","CW"
"5128","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",7,0.000399,172.572,2,203.333,-90,0.444,"C2","H"
"5129","OFRA_PS_1GT43",246,246,"OFRA","PS","9","1GT43","p","","5/12/22","17.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",8,0.0002256,144.091,0.295,197.819,-93.27,0.251,"C2","CH"
"5130","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",10,0.0001933,180.033,1.481,212.693,13.069,0.21,"C2","CW"
"5131","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",11,0.074,183.394,0,219,0,0,"C2","A"
"5132","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",14,0.0002652,161.645,0.671,209.963,-103.158,0.289,"C3","CH"
"5133","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",15,0.0004585,187.62,0.69,219.667,13.528,0.501,"C3","W"
"5134","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",12,0.032,166.743,0,215,0,0,"C2","CA"
"5135","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",13,0.0004393,186.167,0.776,221.005,-97.017,0.479,"C3","H"
"5136","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",1,0.0004359,148.218,1.651,181.305,-88.678,0.476,"C1","H"
"5137","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",21,0.0004836,178.9,0.174,217.535,2.783,0.527,"C4","W"
"5138","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",22,0.0002728,148.301,0.003,215.866,4.236,0.297,"C4","CW"
"5139","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",23,0.19,178.315,0,225,0,0,"C4","A"
"5140","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",24,0.086,166.166,0,225,0,0,"C4","CA"
"5141","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",25,0.0005129,137.213,1.575,186,-88.877,0.56,"C5","H"
"5142","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",26,0.0003263,126.098,1.31,167.26,-93.54,0.356,"C5","CH"
"5143","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",27,0.0004225,139.115,0.333,176.646,1.818,0.461,"C5","W"
"5144","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",16,0.0002393,187.608,133.736,225.674,17.162,0.26,"C3","CW"
"5145","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",17,0.189,194.825,0,233,0,0,"C3","A"
"5146","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",18,0.072,183.471,0,233,0,0,"C3","CA"
"5147","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",19,0.0004501,171.179,23.133,212.469,-94.268,0.492,"C4","H"
"5148","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",2,0.0002761,120.862,70.537,166.029,-85.815,0.301,"C1","CH"
"5149","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",20,0.0002912,143.073,0.514,201.651,-97.943,0.318,"C4","CH"
"5150","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",6,0.076,139.019,0,204,0,0,"C1","CA"
"5151","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",7,0.000302,180.566,0,217.333,-90,0.329,"C2","H"
"5152","OFRA_PS_2CX10",247,247,"OFRA","PS","10","2CX10","p","","5/12/22","22.5","TL","5/12/22","TL","9","10","11","12","H","5/13/22","TL",8,0.0001648,139.577,0.429,208.776,-92.337,0.179,"C2","CH"
